action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,foreign,history,horror,music,mystery,romance,science_fiction,thriller,war,western,missing_homepage,duringcreditsstinger,woman_director,based_on_novel,aftercreditsstinger,murder,independent_film,dystopia,violence,revenge,sport,3d,sequel,friendship,biography,los_angeles,musical,teenager,love,alien,new_york,police,sex,superhero,suspense,london_england,prison,high_school,dying_and_death,drug,nudity,daughter,based_on_comic_book,world_war_ii,magic,father_son_relationship,kidnapping,remake,escape,wedding,based_on_true_story,corruption,airplane,hospital,en,warner_bros_,universal_pictures,paramount_pictures,twentieth_century_fox_film_corporation,columbia_pictures,new_line_cinema,walt_disney_pictures,relativity_media,metro_goldwyn_mayer__mgm_,touchstone_pictures,columbia_pictures_corporation,village_roadshow_pictures,miramax_films,dreamworks_skg,united_artists,regency_enterprises,dune_entertainment,canal_,lionsgate,tristar_pictures,fox_searchlight_pictures,summit_entertainment,amblin_entertainment,working_title_films,fox_2000_pictures,dimension_films,the_weinstein_company,studiocanal,new_regency_pictures,legendary_pictures,spyglass_entertainment,scott_rudin_productions,silver_pictures,dreamworks_animation,davis_entertainment,castle_rock_entertainment,screen_gems,united_states_of_america,united_kingdom,germany,france,canada,australia,spain,italy,japan,china,india,hong_kong,ireland,new_zealand,mexico,year,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep,Fri,Mon,Sat,Sun,Thu,Tue,Wed,multilingual,Released,top_cast_count,robert_rodriguez,steven_spielberg,mary_vernieu,avy_kaufman,hans_zimmer,harvey_weinstein,bob_weinstein,francine_maisler,deborah_aquila,james_newton_howard,john_williams,john_debney,luc_besson,budget,runtime,vote_average,popularity_vote
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,6.3,112.948156
